Nobena ni enostavna, če jo je treba nekomu vsaditi v um.;Nobena ni enostavna, če jo je treba nekomu vstaviti v um.
Torej ... hočete kreniti z vero, ali postati zagrenjen starec, čakajoč na samotno smrt?;Hočete kreniti z vero, ali postati zagrenjen starec, čakajoč na samotno smrt?
Lej, vem kako si želiš domov.;Vem, kako si želiš domov.
To ni možno izvesti.;To ni mogoče izvesti.
Čemu gremo v Pariz?;Zakaj gremo v Pariz?
Menim, da utegnejo najti način, da se v tvojem primeru sprovede.;Menim, da utegnejo najti način, da se v tvojem primeru to spremeni.
Glej ... tole sem ti prinesel, da ob priliki daš otrokoma.;Glej... to sem ti prinesel, da ob priliki daš otrokoma.
Več kot nagačena plišasta živalca bo treba, da ta otroka prepriča, da še imata očeta.;Več kot nagačena plišasta živalca bo potrebna, da se otroka prepričata, da še imata očeta.
Nikdar te nisem učil lopovstva.;Nikdar te nisem učil kraje.
-Ne, naučil si me upravljati človeški um, ampak tako je naneslo, da je bilo polno legitimnih načinov za koriščenje te veščine.;Ne, naučil si me upravljati človeški um, ampak po tem, kar se je zgodilo je bilo veliko legitimnih načinov za koriščenje te veščine.
-Prišel si izpridit enega majih najbistrejših in najboljših.;-Prišel si izpridit, enega mojih najbistrejših in najboljših.
"To je ... priložnost graditi katedrale, cela mesta, stvari, ki niso nikoli obstajale; stvari, ki v resničnem svetu ne morejo obstajati.";Priložnost graditi katedrale, celotna mesta, stvari, ki niso nikoli obstajale, stvari, ki v resničnem svetu ne morejo obstajati.
Ne bi bil tule, če bi poznal kak drug način.;Ne bi bil tukaj, če bi poznal kakšen drug način.
Zavestno ustvariš vsak aspekt.;Zavestno ustvariš vsak vidik.
Kako naj pridobim zadosti detajlov, da bo ta svet smatral kot realnost?;Kako naj pridobim dovolj podrobnosti, da bo ta svet smatral kot realnost?
Bi rekla da.;Bi rekla, ja.
Obraz poln črepinj boli kot vrag.;Obraz poln stekla boli kot vrag.
»Deljene sanje« je program urjenja, da se vojaki streljajo, med sabo koljejo in davijo, nakar se prebudijo.;»Deljene sanje« je program urjenja, da se vojaki streljajo med sabo, pobijajo in davijo, ter se prebudijo.
Pet minut v resničnem svetu je ena ura v snu.;Pet minut v resničnem svetu je ena ura v spanju.
-Projekcija moje podzavesti.;-Predstavitev moje podzavesti.
"Jaz sem subjekt; moj um ga naseljuje.";Jaz sem predmet, moj um ga naseljuje.
Tak je eden od načina izvlačenja informacij iz subjekta.;Tak je eden od načina izvlačenja informacij iz predmeta.
Kako še ga izvajaš?;Kako ga še izvajaš?
Čudo, a ni?;Čudo, kajne?
Ja, je.;Ja, mislim da.
Bolj kot spreminjaš stvari, hitreje se jim projekcije zbližajo.;Bolj kot spreminjaš stvari, hitreje se jim predstavitve zbližajo.
Prima, a pravim ti, če boš še naprej takole spreminjala stvari ... Ježeš.;Super, a pravim ti, če boš še naprej takole spreminjala stvari... Ježeš.
Bi rekel svoji podzavesti, naj se malo brzda?;Bi rekel svoji podzavesti, naj se malo kontrolira?
Vedi, da je ne morem nadzorovati.;Vedeti moraš, da je ne morem nadzorovati.
Zelo impresivno.;Zelo prepričljivo.
Totem je majhen osebni ... -To ti je pa res neka podzavest, Cobb!;Totem je majhen osebni... -To je pa res neka podzavest, Cobb!
Nekaj, kar imaš stalno s seboj, česar nihče drug ne pozna.;Nekaj, kar imaš vedno s seboj, česar nihče drug ne pozna.
In, ko se bo vrnila ... ko se bo vrnila, ji daj graditi labirinte.;Ko se bo vrnila, ji daj graditi labirinte.
Preden mi zatežiš rekoč, da je nemogoča ... Ne, čisto mogoča je.;Preden me začneš nadlegovati rekoč, da je nemogoča... Ne, čisto mogoča je.
-Zato mi Arthur stalno tolmači da ni možna.;-Zato mi Arthur vedno tolmači da ni mogoča.
Probali smo.;Poskušali smo.
Vsadili smo idejo, ampak ni vzklila.;Vsadili smo idejo, ampak ni delovala.
A veš, rabiš najpreprostejšo verzijo ideje, da se ta naravno razvije v tvojih subjektih.;A veš, rabiš najpreprostejšo verzijo ideje, da se ta naravno razvije v tvojih predmetih.
Kakšna potlej je ideja, ki bi jo rad vsadil?;Kakšna je potem ideja, ki bi jo rad vsadil?
In z vso to kramo si prepuščen na milost in nemilost subjektove presoje.;In z vsemi temi stvarmi si prepuščen na milost in nemilost tvoje predmetne presoje.
Pa iz popolne osnove moraš začeti.;In začeti moraš iz popolne osnove.
Kdaj me boš odvedel tja?;Kdaj me boš odpeljal tja?
Zdajle ne sanjaš, kaj?;Sedaj ne sanjaš, kaj?
-Zaščititi moram svoje investicije.;-Zaščititi moram svoje vloge.
Ah, a tak je tvoj način da se znebiš zasledovalca?;Takšen je tvoj način, da se znebiš zasledovalca?
Če hočeš zgraditi tri kompletne nivoje sanj, moraš obvladati nekaj trikov.;Če hočeš zgraditi tri popolne nivoje sanj, moraš obvladati nekaj trikov.
Kako veliki morajo biti ti nivoji?;Ampak kako veliki morajo biti ti nivoji?
Lahko je karkoli velikosti nadstropja do celega mesta.;Lahko je kakršnekoli velikosti nadstropja do celega mesta.
A biti mora dovolj zapleteni, da se lahko skrijemo pred projekcijo.;A biti mora dovolj zapleten, da se lahko skrijemo pred predstavitvijo.
In boljši kot je ... -Več časa imamo, preden nas projekcija ujame.;In boljši kot je... -Več časa imamo, preden nas predstavitev ujame.
Nihče ne mara, da mu nekdo drug brklja po umu.;Nihče ne mara, da mu nekdo drug išče po umu.
Ne več, če ne zmore, ampak noče.;Ne vem če zmore, ampak vem, da noče.
Kar si videla tam, je le njegova projekcija nje.;Kar si videla tam, je le njegova predstavitev nje.
Tam te rabimo zaradi zmesi, prilagojenih našim potrebam.;Tam te potrebujemo zaradi zmesi, prilagojenih našim potrebam.
Pri takem poslu ni prostora za turiste, gospod Saito.;Pri takšnem poslu ni prostora za turiste, gospod Saito.
Zdi se, da tokrat je.;Kot izgleda, tokrat je.
Vsak dan si pridejo delit sanje.;Vsak dan si pridejo deliti sanje.
-Po 3, 4 ure vsak dan.;-Po tri do štiri ure vsak dan.
-Čemu to počno?;-Čemu to počnejo?
Veš, kaj ti je storiti.;Veš, kaj moraš storiti.
Gospod Saito, tole ni tipična korporacijska špionaža.;Gospod Saito, to ni tipično korporacijsko vohunjenje.
Mi lahko omogočite pristop do tegale človeka?;Mi lahko omogočite pristop do tega človeka?
Priporočila so nekaj, kar je moja specialnost, g. Saito.;Priporočila so nekaj, kar je moja posebnost, g. Saito.
Tule ne voham pogodbe.;Tukaj ne voham pogodbe.
Odvedite ga dol.;Odpeljite ga dol.
Aja, naj izrazimo vašo skrb neposredno Mauricu?;Ali naj izrazimo vašo skrb neposredno Mauricu?
-Ne bi ga rad po nepotrebnem vznemirjal, toda ... Robert, ti nisem rekel ... da spokaš iz mesta?;-Ne bi ga rad po nepotrebnem vznemirjal, toda... Robert, ti nisem rekel, da izgineš iz mesta?
Tak daj že.;Daj že.
Vem, da je zdaj to težko, vendar nujno.;Vem, da je zdaj to težko, vendar je nujno.
-Ne zdaj, stric Peter.;-Ne sedaj, stric Peter.
Bolehnejši, kot je Maurice Fischer, močnejši postaja Peter Browning.;In bolj bolan, kot postaja Maurice Fischer, močnejši postaja Peter Browning.
"Imel sem obilo priložnosti opazovati Browninga; povzeti njegov fizičen videz, preučiti njegovo obnašanje in tako dalje.";Imel sem veliko priložnosti opazovati Browninga, povzeti njegov fizičen videz, preučiti njegovo obnašanje in tako dalje.
Na prvem nivoju sanj ga lahko upodabljam in sugeriram koncepte Fischerjovemu zavestnemu umu.;Na prvem nivoju sanj ga lahko upodabljam in priporočim koncepte Fischerjovemu zavestnemu umu.
Nato, ko ga povedemo nivo globlje, bi njegova lastna projekcija Browninga morala, morala bi se mu povrniti.;Nato, ko ga povedemo nivo globlje, bi se njegova lastna projekcija Browninga, morala povrniti.
Torej si bo sam dal idejo.;Torej si bo sam izmislil idejo.
Tvoje odobravanje je vedno cenjeno, Arthur.;Tvoje priznanje je vedno cenjeno, Arthur.
Si tja dol zahajal na lastno pest?;Si tja dol zahajal na sam?
Izvajal sem neke eksperimente.;Izvajal sem neke poizkuse.
-Daj, naj si ga pogledam.;-Naj si ga pogledam.
Se torej učiš, a?;Se torej učiš, kaj?
Vsak nivo se navezuje na del subjektove podzavest, kamor skušamo dostopiti.;Vsak nivo se navezuje na del predmetove podzavesti, kamor skušamo priti.
Napravila sem spodnje nadstropje bolnice, da Fischer privede svojega očeta.;Ustvarila sem spodnje nadstropje bolnice, da Fischer privede svojega očeta.
-V primeru, da eden od nas vnese svoje projekcije, nočemo, da poznajo detajle labirinta.;-V primeru, da eden od nas vnese svoje predstavitve, nočemo, da poznajo podrobnosti labirinta.
Kajti, sugerirati mu, naj deli očetovo podjetje, je »jebi se« starčku.;"Kajti, priporočiti mu, naj deli očetovo podjetje, je ""jebi se"" starčku."
Ne, ker menim da pozitivna emocija vedno premaga negativno.;Ne, ker menim, da pozitivna čustev vedno premaga negativno.
Prav, pa poskusimo s temle: »Moj oče odobrava, da hočem ustvarjati sam, na de sledim njegovim stopinjam«.;Prav, pa poskusimo s temle: »Moj oče odobruje, da hočem ustvarjati sam, na de sledim njegovim stopinjam«.
Rabimo kaj boljšega od le »morda«.;"Potrebujemo kaj boljšega od le ""morda""."
-Saditev nima opraviti z dorečenostjo.;-Saditev nima nič opraviti z dorečenostjo.
Na gornjem nivoju bomo odprli njegov odnos z očetom.;Na zgornjem nivoju bomo odprli njegov odnos z očetom.
Vsadimo: »Ne bom sledil očetovim stopinjam«.;Vstavimo: »Ne bom sledil očetovim stopinjam«.
Nato, ko dospemo na spodnji nivo, izvlečemo glavno orožje: »Moj oče noče, da sem kot on«.;Nato, ko pridemo na spodnji nivo, izvlečemo glavno orožje: »Moj oče noče, da sem kot on«.
Za spanje, dosti stabilno za ustvarjanje treh nivojev sanjanja, bo treba kombinirati z izjemno močnim uspavalom.;Za spanje, dosti stabilno za ustvarjanje treh nivojev sanjanja, bo treba mešati z izjemno močnim uspavalom.
Troje sanj, kar je 10 ur, to je 20 ... -Pardon, matematika ni moja močnejša plat.;Troje sanj, kar je 10 ur, to je 20... Se opravičujem, matematika ni moja močnejša plat.
-Ko vsadimo idejo, kako pridemo ven?;-Ko vstavimo idejo, kako pridemo ven?
Nima predvideni nikakršne operacije, ne naročila pri zobarju, nič.;Nima predvidene nikakršne operacije, ne naročila pri zobarju, nič.
Ničesar, kar bi ga izpostavilo snu.;Ničesar, kar bi ga izpostavilo spancu.
Rabimo ... rabimo vsaj dobrih 10 ur.;Potrebujemo vsaj dobrih 10 ur.
Ker je v Boingu 747 pilotova kabina v nadstropju, prvi razred pa v nosu, tako nihče ne hodi skozenj.;Ker je v Boingu 747 pilotova kabina v nadstropju, prvi razred pa v nosu, tako nihče ne hodi skozi.
Zakaj si to delaš?;Zakaj si to počneš?
Oh, kaj pa je tam spodaj za čemer žaluješ?;Kaj pa je tam spodaj za čemer žaluješ?
Spoznal sem, da bom obžaloval ta trenutka ko ... Še zadnjič moram videti njuna obraza.;Spoznal sem, da bom obžaloval ta trenutek ko... Še zadnjič moram videti njuna obraza.
Zastavila ti bom uganka.;Povedala ti bom uganko.
Kako to, da ti ni pomembno, kat te bo vlak odpeljal?;Kako to, da ti ni pomembno, kam te bo vlak odpeljal?
Robert trupla ne bo mogel prevzeto pred torkom.;Robert trupla ne bo mogel prevzeti pred torkom.
Preskrbi nam še en sedež na letalu.;Priskrbi nam še en sedež na letalu.
"Iz letala bom opravil telefonski klic; ne boste imel nobenega problema pri prečenju meje.";Iz letala bom opravil telefonski klic, ne boste imel nobenega problema pri prečkanju meje.
-Pa ja, se opravičujem.;-Ja, se opravičujem.
Veste, nisem mogel spregledati, toda, da niste slučajno v sorodu ... z Mauricem Fischerjem?;Veste, nisem mogel spregledati, toda, ali ste slučajno v sorodu... Z Mauricem Fischerjem?
-Ha ha, hudo smešno.;-Zelo smešno.
Lahko ustavite in se znebite tegale ...;Lahko ustavite in se znebite tega...
Tega ni v mojem dizajnu.;Tega ni v mojem načrtu.
-Punca je splanirala tovorni vlak.;-Punca je načrtala tovorni vlak.
Tole niso normalne projekcije!;To niso bile normalne predstavitve!
-Fischer je imel izvlačitelja, ki je njegovo podzavest naučil, kako naj se sama obrani.;-Fischer je imel izvlačitelja, ki je njegovo podzavest naučil, kako naj se sama brani.
V raziskavi tega ni navedeno.;V raziskavi to ni navedeno.
-Prekleto, zakaj potlej ni?;-Prekleto, zakaj potem ni?
-Ne govori mi o pomiritvi, to je bila tvoja naloga, hudič prekleti!;-Ne govori mi, naj se pomirim, to je bila tvoja naloga!
Ajde, odrešimo ga muk.;Odrešimo ga muk.
Iz tehle ne.;Iz teh ne.
Aja, in kaj se zgodi, ko umremo?;In kaj se zgodi, ko umremo?
-Neizgrajen prostor sanj.;-Nezgrajen prostor sanj.
Zdaj smo torej ujeti v Fischerjovem umu in se borimo z njegovo zasebno armado.;Sedaj smo torej ujeti v Fischerjovem umu in se borimo z njegovo zasebno vojsko.
in če smo ubiti, bomo izgubljeni v limbu, dokler se nam možgani ne spremene v umešana jajčka, a?;in če smo ubiti, bomo izgubljeni v limbu, dokler se nam možgani ne spremene v umešana jajca, ne?
A potlej si vedel za to tveganje, pa nam nisi povedal?;Vedel si za tveganje, pa nam nisi povedal?
Tveganje ni bilo mišljeno, saj nisem vedel, da bomo imeli opraviti s streljanjem.;Tveganje ni bilo mišljeno, saj nisem vedel, da bomo imeli opravka s streljanjem.
Privedel si nas na vojno območje brez poti povratka.;Privedel si nas na vojno območje brez povratka.
Tako kot poprej.;Tako kot prej.
Če gremo globlje, večamo rizik.;Če gremo globlje, samo povečamo deleže.
Zamišljal sem si, da bom imel na razpolago vso noč.;Zamislil sem si, da bom imel na razpolago vso noč.
"Po mamini smrti; a veš kaj mi je rekel?";Po mamini smrti, veš kaj mi je rekel?
No ja, skoparil je s čustvi.;No ja, slab je s čustvi.
Tako dolgo boste zgubljen tam spodaj, da boste postal starec.;Tako dolgo boste izgubljen tam spodaj, da boste postal starec.
Strpali naju bodo v kombi in utopili v reki.;Spravili naju bodo v kombi in utopili v reki.
Deli elemente poslov korporacije Fischer-Morrow in bo končala imperij, kakršnega poznamo zdaj.;Deli elemente poslov korporacije Fischer-Morrow in bo končala imperij, kakršnega poznamo sedaj.
Izničila moje celostno nasledstvo.;Izničila moje celotno nasledstvo.
Ob kuncu ... me je poklical k svoji smrti postelji.;Me je poklical k svoji smrtni postelji.
Povlekel me je bližje ... in razbral sem lahko le eno ... eno besedo: »Razočaran«.;Prepričana je bila, da ne morem nič storiti, naj sem jo še tako rotil, ne glede na to, koliko sem jo prosil.
Morda si ostale člane ekipe prepričal, naj nadaljujemo posel, a ne poznajo resnice.;Morda si ostale člane ekipe prepričal, naj nadaljujemo posel, a resnice ne poznajo.
In resnice, da čedalje globlje prodiramo v Fisherja, gremo tudi globlje vate.;In resnice, da čedalje globlje prodiramo v Fisherja, gremo tudi globlje v tebe.
In ... nisem prepričana, da nam bo všeč, kar bomo našli.;Nisem prepričana, da nam bo všeč, kar bomo našli.
Kako dolgo sta obtičal tam?;Kako dolgo sta obtičala tam?
No, zbuditi se iz tega, po letih, po desetletjih ... postati stara duša, spet vrnjena v mladost ...;No, zbuditi se iz tega, po letih, po desetletjih...
Da se mora prebuditi da bi se vrnila v realnost, da ... se zato, da bi se lahko vrnila domov, morava ubiti.;Da se mora prebuditi, da bi se vrnila v realnost, da... Da bi se lahko vrnila domov, sva se morala ubiti.
-Mar sploh ne opaziš razlike?;-Mar ne opaziš razlike?
Tak poslušaj me.;Poslušaj me.
Mal ... -Pridi ven na polico, sicer bom pri tej priči skočila.;Mal... -Pridi ven na polico, sicer bom skočila.
Zakaj si ... zakaj ...;Če so le sanje, zakaj si zakrivaš...
Tako mi je onemogoče pojasniti naravo njene norosti.;Tako mi je onemogočila, da bi pojasnil naravo njene norosti.
Otrokoma sem obrnil hrbet in od takrat se stalno trudim pridobiti pot nazaj.;Otrokoma sem obrnil hrbet in od takrat, se vedno trudim pridobiti pot nazaj.
Tvoja krivda jo definira.;Tvoja krivda jo označuje.
Nekdo ta hip stoji pred pisarno tvojega očeta, pripravljen vtipkati kombinacijo.;Nekdo ta hip stoji pred pisarno tvojega očeta, pripravljen, da vnese kombinacijo.
Odnos tega poba z očetom je še slabši, kot pa smo si mislili.;Odnos tega fanta z očetom je še slabši, kot smo si mislili.
Projekcije se nam hitro bližajo.;Predstavitve se nam hitro bližajo.
-Ne smeš se bati sanjati nečesa večjega, dragec.;-Ne smeš se bati sanjati nečesa večjega, dragi.
Moramo premestiti njegovo mržnjo z njegovega očeta na njegovega botra.;Premestiti moramo njegovo sovraštvo z njegovega očeta na njegovega botra.
Za to misijo bi morali Fisherju kasirati veliko veš kot pa Saitu.;Za to misijo bi morali Fisherju računati veliko veš kot pa Saitu.
Razmišlja, da bi se poslužili gospoda Charlesa.;Razmišlja, da bi se držali gospoda Charlesa.
-Čim pridemo v hotel in se približamo Fischerju, nas bo njegovo varovanje obkolilo.;Takoj, ko pridemo v hotel in se približamo Fischerju, nas bodo njegovi varnostniki obkolili.
Subjekt je uvidel da sanja in njegova podzavest nas je scefrala na koščke.;Predmet je uvidel, da sanja in njegova podzavest nas je uničila na koščke.
Pravila sem vam svojo zgodbo.;Povedala sem vam svojo zgodbo.
Veliko se mi mota po glavi.;Veliko se mi moti po glavi.
Lik, dizajnirana za obračanje Fischerjevega um proti lastni podzavesti.;Lik, oblikovanja za obračanje Fischerjevega uma proti lastni podzavesti.
In zakaj tega ne odobravaš?;In zakaj tega ne dovoliš?
No, zdaj si opazila, koliko časa Cobb potroši za stvari, ki nam ji prepoveduje.;No, sedaj si opazila, koliko časa Cobb potroši za stvari, ki nam ji prepoveduje.
-Hudo smešno, gospod Eames.;-Zelo smešno, gospod Eames.
Se oproščam, kdo ste rekel da ste?;Se opravičujem, kdo ste rekel da ste?
Som vodja vašega varovanja tod spodaj.;Som vodja vašega varovanja tukaj.
Izstopi na kakem drugem nadstropju in se ne ustavljaj.;Izstopi na kakšnem drugem nadstropju in se ne ustavljaj.
Prišel sem vas zaščitit.;Prišel sem vas zaščititi.
Poglejte ... Gospod Fisher prišel sem vas zaščitit, ker nekdo skuša dostopiti vašemu umu skozi vaše sanje.;Poglejte... Gospod Fisher prišel sem vas zaščititi, ker nekdo skuša dostopiti do vašega uma skozi vaše sanje.
-Ja, a se je splačalo poskusiti.;-Ja, ampak izplačalo se je poizkusiti.
Sem projekcija vaše podzavesti.;Sem predstavitev vaše podzavesti.
Bil sem poslan sem zaščitit vas, ko vas izvlačitelji skušajo povleči v sen.;Bil sem poslan, da vas zaščitim, ko vas izvlačitelji skušajo povleči v sanje.
-Ti možje so bili poslani, da vas ugrabijo, ja?;-Ti možje so bili poslani, da vas ugrabijo, kajne?
Če hočete mojo pomoč, morate ostati miren.;Če hočete mojo pomoč, morate ostati mirni.
Če so to sanje ... se moram somu ubiti, da se prebudim, ni res?;Če so to sanje... Se moram ubiti, da se prebudim, ni res?
Prepričan sem, da so vam dali pomirjevalo, in če povlečete sprožilec, se morda ne boste prebudil.;Prepričan sem, da so vam dali pomirjevalo in če povlečete sprožilec, se morda ne boste prebudili.
Utegnete potonete v globlje stanje sna.;Potonete lahko v globlje stanje sanj.
Prav zdaj ste v zadnjem delu kombija.;Prav sedaj ste v zadnjem delu kombija.
Potrebna so leta vežbanja.;Potrebna so leta urjenja.
Izjemnega pomena je.;Zelo pomembno je.
Pet ... 5, 2 ... bila je neka ... daljša številka.;Pet... Pet, dva... bila je neka... Daljša številka.
In ko bo kombi trčil v branik na mostu, bo to več kot očitno.;In ko bo kombi trčil v pregrado na mostu, bo to več kot očitno.
Prepričan sem, da možakar dobro zgleda.;Prepričan sem, da možakar dobro izgleda.
Niste rekel, da sta bila skupaj ugrabljena?;Nisi rekel, da sta bila skupaj ugrabljena?
In videl ste mučenje?;In videl si mučenje?
Dobiti alternativno oporoko?;Dobiti drugo oporoko?
Ta njegova poslednja žalitev.;Njegova poslednja žalitev.
Kaj, da je bil razočaran, a?;Kaj, da je bil razočaran?
Zgradiš lahko boljšo firmo, kot jo je kdajkoli on.;Zgradiš lahko boljše podjetje, kot jo je on.
Verjemite mi, s tem se bavim.;Verjemite mi, s tem se ukvarjam.
Hočem, da isto, kar je nameraval storil vam, vi storite njemu.;Hočem, da tisto, kar je nameraval storil vam, vi storite njemu.
Moment, v čigavo podzavest pravzaprav gremo?;Trenutek, v čigavo podzavest pravzaprav gremo?
Pojdi spančkat, gospod Eames.;Pojdi spat, gospod Eames.
Kdo bo povedel Fischerja vanj?;Kdo bo vodil Fischerja tja?
Če poznam pot, bi vse ogrozil.;Če poznam pot, lahko vse ogrozim.
Jaz sem dizajnirala.;Jaz sem oblikovala.
Prav, objasni jim pot v kompleks?;Prav, objasni jim pot v objekt.
-Imej to prižgano.;-To imej prižgano.
Okna v nadstropju mi zgledajo dosti velika, da vas zakrijejo pred južnim stolpom.;Okna v nadstropju izgledajo dovolj velika, da vas zakrijejo pred južnim stolpom.
Še dol na srednjo teraso morajo splezati.;Še na srednjo teraso morajo splezati.
Dizajnirano je kot labirint.;Načrtovano je kot labirint.
Kaj hudiča bomo pa zdaj?;Kaj hudiča bomo pa sedaj?
Arthur ima par minut, mi jih imamo okrog 20.;Arthur ima nekaj minut, mi jih imamo okrog 20.
So te projekcije del njegove podzavesti?;So te predstavitve del njegove podzavesti?
Samo projekcije so.;Samo predstavitve so.
Podstavimo eksploziv.;Nastavimo eksploziv.
Čim zaslišimo Arthurjovo glasbo, ga oživimo s šokom defibrilatorja.;Čim zaslišimo Arthurjevo glasbo, ga oživimo s šokom defibrilatorja.
Velja poizkusiti.;Izplača se poizkusiti.
Če vaju ne bo nazaj do trzaja, grem z ali brez vaju.;Če vaju ne bo nazaj do trzaja, grem z vama ali brez.
Moraš skrbeti za Fisherja, ko grem podstavljat eksploziv, prav?;Moraš skrbeti za Fisherja, ko grem nastavit eksploziv, prav?
Vse to sta rekonstruirala iz svojih spominov?;Vse to sta ponovno zgradila iz svojih spominov?
Lej, nekaj moraš vedeti o meni.;Poglej, nekaj moraš vedeti o meni.
Te ne preganjajo anonimne korporacije in policija širom sveta?;Te ne preganjajo anonimne korporacije in policija iz vsega sveta?
Preverit pojdi, če je živ.;Preveri, če je živ.
Saito je zdaj že mrtev, kar pomeni, da je nekje tu spodaj.;Saito je sedaj že mrtev, kar pomeni, da je nekje tu spodaj.
Kaj počenjaš?;Kaj počneš?
Ajde, pojdi, pojdi.;Pojdi, pojdi.
Nekoga iz napol pomnjenih sanj.;Nekoga iz napol pozabljenih sanj?
GLADIATOR Na vrhuncu moči se je Rimsko cesarstvo raztezalo od afriških puščav do meja severne Anglije.;GLADIATOR Na višku svoje moči se je širno Rimsko cesarstvo raztezalo od afriških puščav do meja severne Anglije.
Več kot četrtina svetovnega prebivalstva je živela in umirala pod cesarjevo vladavino.;Več kot četrt svetovnega prebivalstva je živelo pod cesarjevo vladavino.
Le še ena trdnjava je stala na poti rimskega zmagoslavja in zagotovitvi miru po vsem cesarstvu.;Zgolj ena trdnjava stoji nasproti rimskemu zmagoslavju in zagotovitvi miru po vsem cesarstvu.
Zunaj dosega so.;Izven dosega so.
Nočejo se predati.;Ne želijo se predati.
Morali bi vedeti, kdaj so premagani.;Ljudje bi morali vedeti, kdaj so premagani.
Pehota gre naprej.;Pehota gre prva.
Pomislite, kje boste, in tako bo.;Predstavljajte si, kje boste vi, in to se bo uresničilo.
Ostanite z mano!;Ostanite z menoj!
Če se boste znašli sami na konju na zelenih poljanah, in vam bo sonce božalo obraz, naj vas ne skrbi, saj boste v Eliziju in mrtvi!;Če se znajdete sami na konju in jezdite po zelenih poljih ter vam sonce boža obraz, naj vas ne skrbi, saj ste v Eliziju in že mrtvi!
Bratje... Kar storimo v življenju, odmeva v večnosti.;Bratje ... Kar storimo v življenju, odmeva za vekomaj.
Lokostrelci, prižgite puščice.;Lokostrelci, napnite loke!
Ostanite ob meni!;Ostanite z menoj!
Misliš, da res umira?;Misliš, da zares umira?
Če ne bi res umiral, ne bi poslal po naju.;Če ne bi zares umiral, ne bi poslal po naju.
Po dveh tednih kovanja načrtov me že boli glava.;Po dveh tednih tvojega stalnega kovanja načrtov me že boli glava.
Jaz pa se bom najprej okopala.;Jaz pa se bom skopala.
Vaše veličanstvo?;Vaše visočanstvo?
Skoraj smo že tam, gospod.;Skoraj smo tam, gospod.
Na fronti, veličanstvo.;Na fronti, visočanstvo.
Že devetnajst dni jih ni.;Že 19 dni jih ni.
Znova si dokazal svoje junaštvo, Maksim.;Znova si dokazal svojo hrabrost, Maksim.
Upajva, da zadnjič.;Upajva, da poslednjič.
Dovolite mi oditi domov.;Pustite me domov.
Častijo vas, cesar.;Izkazujejo vam čast, cesar.
