"Obdolženci naj bi bodisi preprodajali oškodovanko bodisi naj bi morala po njihovih navodilih opravljati spolne storitve in jim izročati zaslužek.","Obtoženci so trdili, da je bila žrtev bodisi žrtev žrtev trgovine z ljudmi bodisi je morala po njihovih navodilih opravljati spolne storitve in jim izročiti zaslužek.","Obtoženci so trdili, da je bila žrtev bodisi žrtev žrtev trgovine z ljudmi bodisi je po njihovem navodilu opravljala spolne storitve in jim izročila zaslužek."
"Sam je zaradi poškodb umrl na kraju nesreče, Lucy pa jo je odnesla z dvema polomljenima rebroma in predrtimi pljuči.","Sam je zaradi poškodb umrl na kraju nesreče, Lucy pa so odpeljali z dvema zlomljenima rebroma in predrtimi pljuči.","Sam je poškodbam podlegel na kraju nesreče, Lucy pa so odpeljali z dvema zlomljenima rebroma in predrtimi pljuči."
"Ciprčani niso bili preveč agresivni, niso drezali vame, saj so menili, da me ne zanima njihov projekt.","Ciprčani niso bili preveč agresivni, niso me zbadali, ker so mislili, da me njihov projekt ne zanima.","Ciprčani niso bili preveč agresivni, niso me potiskali, ker so mislili, da me njihov projekt ne zanima."
"Tako sta zavezala jezike vsem, ki so trdili, da je njuni romanci odklenkalo.","Zato sta zavezala jezike vsem, ki so trdili, da je njune romance konec.","Zato sta vsakemu, ki je trdil, da je njune romance konec, zavezala jezik."
"Eden od njih je pretresen pripovedoval: Zelo sem se prestrašil, saj še nikoli ni nihče meril vame s pištolo, niti v sanjah pa nisem pričakoval, da bo to storil oče Britney Spears.","Eden od njih je bil šokiran in je dejal: ""Bil sem zelo prestrašen, saj še nikoli prej nisem imel pištole in nisem pričakoval, da bo to storil oče Britney Spears.","Eden od njih je bil šokiran in je dejal: ""Bil sem zelo prestrašen, ker še nikoli prej nisem imel pištole in nisem pričakoval, da bo to storil oče Britney Spears."
"Pri tem velikem obilju se pesnikov konkretni obraz, njegov biografski jaz zavestno in sistematično izmika, skriva, »pretvarja«.","V tem velikem obilju se pesnikov konkretni obraz, njegov biografski jaz, zavestno in sistematično izmika, skriva, ""pretvarja"".","V tem velikem obilju se konkretni obraz pesnika, njegov biografski jaz, namerno in sistematično izmika, skriva, ""maskira""."
"Tega uporništva sem se pozneje naveličal, čeprav menim, da se da v mojih tekstih še zmeraj čutiti ta socialna nota.","Pozneje sem se tega uporništva naveličal, čeprav mislim, da je v mojih besedilih še vedno prisotna socialna nota.","Pozneje sem se tega uporništva naveličal, čeprav mislim, da je ta socialna nota še vedno prisotna v mojih besedilih."
"Publikacija razgrinja tudi hidrološke značilnosti jezera in velike možnosti, ki jih jezerska voda, gozd, flora, favna in prostor sam dajejo razvoju turizma, športa in rekreacije, hkrati pa opozarja tudi na to, kaj bi bilo potrebno storiti, da se jezerska voda ne bi poslabšala in bi bilo jezero s z njegovo okolico vred deležno premišljenega razvoja.","Publikacija poudarja tudi hidrološke značilnosti jezera in velik potencial, ki ga voda, gozd, flora in favna jezera ter samo območje ponujajo za razvoj turizma, športa in rekreacije, hkrati pa opozarja, kaj je treba storiti, da se voda v jezeru ne bi poslabšala ter da bi se jezero in njegova okolica trajnostno razvijali.","Publikacija poudarja tudi hidrološke značilnosti jezera in velik potencial, ki ga vode jezera, gozd, flora, favna in samo območje ponujajo za razvoj turizma, športa in rekreacije, hkrati pa opozarja, kaj je treba storiti, da se vode jezera ne bi poslabšale ter da bi se jezero in njegova okolica trajnostno razvijali."
"Prvi je zletel v zrak v svojem avtomobilu v Ramali, druga dva pa je izraelska vojska ubila v koči v bližini Hebrona.","Enega je razstrelil v njegovem avtomobilu v Ramali, druga dva pa je izraelska vojska ubila v koči blizu Hebrona.","Enega je razstrelila v njegovem avtomobilu v Ramali, druga dva pa je izraelska vojska ubila v koči blizu Hebrona."
"Ta veter zbije sneg tako močno skupaj, da ga niti močno južno mediteransko sonce ne more kar tako stopiti, temveč mora nanj delovati kar nekaj časa, da se sneg vda in začne umikati njegovim pekočim žarkom.","Ta veter tako močno zbija sneg, da ga ne more stopiti niti močno južno sredozemsko sonce, vendar ga mora nekaj časa obdelovati, da se strdi in se začne umikati pred njegovimi žgočimi žarki.","Ta veter sneg vrtinči tako močno, da ga ne more stopiti niti močno južno sredozemsko sonce, vendar mora nanj delovati nekaj časa, da se strdi in se začne umikati pred njegovimi žgočimi žarki."
"Eden od policistov je zapeljal za drugima voziloma in ju na makadamski poti v bližini Štanjela ustavil.","Eden od policistov je vozil za drugima dvema voziloma in ju ustavil na cesti v bližini Štanjela.","Eden od policistov je vozil za drugima dvema voziloma in ju ustavil na cesti v bližini Štanjela."
"Včeraj je izkoristil priložnost za predstavitev društva in njegovih ciljev (ne samo spremljanje primerov ""medijskega sojenja"", ampak tudi dialog z novinarji, poučevanje in utrjevanje medijskega prava itd.), pri tem pa je prepričeval prisotne, da ne gre za nikakršen poskus ""kriminaliziranja"" novinarjev.","Včeraj je izkoristil priložnost in predstavil združenje in njegove cilje (ne le spremljanje primerov ""medijskih procesov"", temveč tudi dialog z novinarji, poučevanje in utrjevanje medijskega prava itd.) ter zagotovil prisotnim, da ne gre za poskus ""kriminalizacije"" novinarjev.","Včeraj je ob tej priložnosti predstavil združenje in njegove cilje (ne le spremljanje ""medijskih procesov"", temveč tudi dialog z novinarji, poučevanje in utrjevanje medijskega prava itd.) ter prisotnim zagotovil, da ne gre za poskus ""kriminalizacije"" novinarjev."
"Britanec Terence Davies, eden najbolj cenjenih sodobnih filmskih avtorjev, se predstavlja s filmom V vrtincu strasti o ženski, razpeti med starejšim in skrbnim možem, ki ga nima rada, ter mlajšim ljubimcem, na katerega je nora, vendar jo on čustveno zlorablja in ji ne nudi varnosti in ljubezni, kakršni pozna iz zakona.","Britanec Terence Davies, eden najuglednejših sodobnih filmskih ustvarjalcev, predstavlja film V vrtincu strasti o ženski, ki je razpeta med starejšim, skrbnim možem, ki ga ne mara, in mlajšim ljubimcem, na katerega je nora, vendar jo čustveno zlorablja ter ji ne nudi varnosti in ljubezni, ki ju pozna iz zakona.","Britanec Terence Davies, eden najbolj cenjenih sodobnih filmskih ustvarjalcev, predstavlja film V vrtincu strasti o ženski, ki je razpeta med starejšim, skrbnim možem, ki ga ne mara, in mlajšim ljubimcem, na katerega je nora, vendar jo čustveno zlorablja ter ji ne nudi varnosti in ljubezni, kot ju pozna iz zakona."
"Proslavljeni Moravčan se tokrat ni dal zmesti in je z najdaljšima skokoma v obeh serijah zasluženo zmagal.","Slavni Moravec se tokrat ni pustil preslepiti in je zasluženo zmagal z najdaljšima skokoma v obeh serijah.","Slavni Moravec se tokrat ni pustil motiti in je zasluženo zmagal z najdaljšima skokoma v obeh serijah."
"Igor mi je zaupal tudi nekaj “skrivnosti” drugih dveh članov glasbene zasedbe.","Igor mi je povedal tudi nekaj ""skrivnosti"" drugih dveh članov skupine.","Igor mi je povedal tudi nekaj ""skrivnosti"" drugih dveh članov skupine."
"Pri obeh mojih stricih je glasba torej živela naprej!","Tako je glasba živela z obema mojima stricema!","Tako je glasba živela z mojima stricema!"
"Kot je povedala, že od začetka dajejo veliko pozornost trem področjem: naravi, ekologiji in gibanju.","Že od samega začetka se osredotočajo na tri področja: naravo, ekologijo in gibanje.","Od samega začetka se osredotočamo na tri področja: Narava, ekologija in gibanje."
"Drugje je položaj manj jasen, toda obstaja kar nekaj držav, ki jedrsko orožje bodisi imajo, so njegovemu razvoju blizu ali pa si za to obupno prizadevajo.","Drugod je položaj manj jasen, vendar je več držav, ki imajo jedrsko orožje, so tik pred tem, da ga razvijejo, ali pa si tega obupno želijo.","V drugih državah je položaj manj jasen, vendar je veliko držav, ki imajo jedrsko orožje, so tik pred tem, da ga razvijejo, ali pa si ga obupno prizadevajo razviti."
"Društvo, ki meni, da lastninska pravica pripada njemu, pa lahko svoj zahtevek pristojnemu organu poda v šestih mesecih od uveljavitve tega sklepa.","Vendar lahko združenje, ki meni, da mu pripada lastninska pravica, v šestih mesecih po začetku veljavnosti tega sklepa predloži svoj zahtevek pristojnemu organu.","Vendar lahko združenje, ki meni, da je upravičeno do lastninske pravice, v šestih mesecih po začetku veljavnosti tega sklepa predloži vlogo pristojnemu organu."
"Kot profesionalec si namreč preveč na očeh javnosti, ki bi tvojo slabo igro hitro povezovala z obiskom katerega izmed nočnih lokalov.","Kot profesionalec ste preveč na očeh javnosti, ki bi vašo slabo igro hitro povezala z obiskom nočnega kluba.","Kot profesionalec ste preveč na očeh javnosti, ki bi vašo slabo igro hitro povezala z obiskom nočnega kluba."
"Prišla sem ven in jo vprašala, ali resno kaka na mojo zelenico in to pred mojimi otroki.","Prišel sem ven in jo vprašal, ali resno misli kaditi na mojo trato pred mojimi otroki.","Prišel sem ven in jo vprašal, ali resno misli kaditi na mojo trato pred mojimi otroki."
"Nemška podjetja v krizi svojih razvijalcev ne odpuščajo, saj za njih pomenijo jamstvo za dvig po krizi.","Nemška podjetja v krizi ne odpuščajo svojih razvijalcev, saj so ti zagotovilo za okrevanje po krizi.","Nemška podjetja med krizo ne odpuščajo svojih razvijalcev, saj so ti zagotovilo za okrevanje po krizi."
"Pa ni pomembno, ali je šlo tu za moje skoraj generacijske kolege ali pa za pisatelje in pesnike, ki so bili, če lahko uporabim ta izraz, ""junaki"" mojih najstniških in zgodnjih dvajsetih let.","Ni pomembno, ali so to bili moji skoraj generacijski kolegi ali pisatelji in pesniki, ki so bili, če lahko uporabim ta izraz, ""junaki"" mojih najstniških in zgodnjih dvajsetih let.","Ni pomembno, ali so bili to moji kolegi skoraj generacije ali pisatelji in pesniki, ki so bili, če lahko uporabim ta izraz, ""junaki"" moje mladosti in zgodnjih dvajsetih let."
"Gobarji prihajajo na naslovne strani časopisov kvečjemu, če kakšen nadobuden nabiralec nabere slabih 30 kilogramov gob, pa njega in njegova gobarska pohodnika ujame budno oko grosupeljskih policistov, kot se je zgodilo pred par tedni.","Gobarji pridejo na prve strani časopisov le, če kakšen nadobudni nabiralec nabere 30 kilogramov gob in ga ujame budno oko grosupeljske policije, kot se je to zgodilo pred nekaj tedni.","Gobarji pridejo na prve strani časopisov le, ko potencialni gobar nabere 30 kilogramov gob in ga ujamejo budne oči grosupeljske policije, kar se je zgodilo pred nekaj tedni."
"Norost je, da sami sebi dopuščamo živeti v takšni nesnagi, v kakršni živimo.","Norost je, da si dovolimo živeti v neredu, v katerem živimo.","Norost je, da si dovolimo živeti v neredu, ki ga imamo."
"Nihče si ne sme pripisovati centralne vloge, vsakdo mora biti pripravljen poslušati druge in jaz sem danes prišel v ta eminentni krog z željo, da vam predstavim svoj pogled, da se izpostavim vašim vprašanjem in vaši kritiki in da tudi od vas kaj zanimivega izvem.","Nihče se ne bi smel postavljati na mesto vodje, vsak mora biti pripravljen prisluhniti drugim in danes sem prišel v ta ugledni krog z željo, da vam predstavim svoj pogled, se izpostavim vašim vprašanjem in kritikam ter se od vas kaj zanimivega naučim.","Nihče se ne sme postaviti na mesto voznika, vsak mora biti pripravljen poslušati druge, zato sem danes prišel na to slavno srečanje z željo, da vam predstavim svoj pogled, se izpostavim vašim vprašanjem in kritikam ter se od vas kaj zanimivega naučim."
"Povezanost z Zadrugo mu je ohranila tudi za kasneje zanimanje za gibanje slovenskega dijaštva, še posebej za njegova literarna prizadevanja.","Povezanost z Zadrugo je botrovala tudi njegovemu kasnejšemu zanimanju za slovensko mladinsko gibanje, zlasti v njegovem literarnem udejstvovanju.","Povezanost z zadrugo je spodbudila tudi njegovo kasnejše zanimanje za slovensko mladinsko gibanje, zlasti v njegovem literarnem delu."
"Karkoli bo zapisano o nama in ni prišlo neposredno od naju, je zgolj fikcijska zgodba nekoga drugega.","Vse, kar je napisano o nas in ni prišlo neposredno od nas, je le izmišljena zgodba nekoga drugega.","Vse, kar je napisano o nas in ni neposredno od nas, je le izmišljena zgodba nekoga drugega."
"Vsej zmešnjavi so zadali konec pri Treku, in sicer s tožbo vseh podjetij, ki so izdelovala ključe USB, in ker je sodišče odločilo njim v prid, so vsaj na papirju lastniki patenta.","Družba Trek je s tožbo proti vsem podjetjem, ki so izdelovala ključke USB, odpravila vso zmedo, in ker je sodišče odločilo v njeno korist, je vsaj na papirju lastnica patenta.","Družba Trek je s tožbo proti vsem proizvajalcem ključkov USB končala celoten zaplet, in ker je sodišče odločilo v njeno korist, je vsaj na papirju lastnica patenta."
"Dve izmed Gaussovih najzanimivejših odkritij, ki pa ju ni razvil do konca, sta neevklidska geometrija in kvaternioni (vrsta kompleksnih števil), ki jih je kasneje razvil W.","Dve od Gaussovih najzanimivejših odkritij, ki ju ni v celoti razvil, sta bili neevklidska geometrija in kvaternioni (niz kompleksnih števil), ki jih je pozneje razvil W.","Dve od Gaussovih najzanimivejših odkritij, ki ju ni v celoti razvil, sta bili neevklidska geometrija in kvaternioni (niz kompleksnih števil), ki jih je pozneje razvil W."
"Deleži na hiši so odvisni od višine vajinega prispevka k njeni izgradnji in vzdrževanju.","Deleži v hiši so odvisni od tega, koliko ste prispevali k njeni gradnji in vzdrževanju.","Deleži v hiši so odvisni od tega, koliko ste prispevali k izgradnji in vzdrževanju hiše."
"Oče se je leta 1991 odločil precej nenavadno: dekletoma je ukazal, da ne smeta nastopati na mladinskih turnirjih.","Leta 1991 je njen oče sprejel precej nenavadno odločitev: dekletom je ukazal, naj ne tekmujejo na mladinskih turnirjih.","Leta 1991 je njen oče sprejel precej nenavadno odločitev: dekletom je prepovedal udeležbo na mladinskih turnirjih."
"O vzvratnih pospeških ovezdij zodiaka pred Soncem in njegovimi planeti jim je malo mar, saj sploh ne mislijo, ker vedo vse.","Malo jim je mar za obratne pospeške zodiakalnih ozvezdij pred Soncem in njegovimi planeti, saj o tem niti ne razmišljajo, ker vse vedo.","Za obratne pospeške zodiakalnih ozvezdij pred Soncem in njegovimi planeti jim je malo mar, saj o tem niti ne razmišljajo, ker vse vedo."
"Glede na labirint človekovih interesov bi bil prag vajinega zagotovila verjetno zelo nizek.","Glede na labirint človeških interesov bi bil prag vašega zagotovila verjetno zelo nizek.","Glede na labirint človeških interesov bi bil prag vašega zagotovila verjetno zelo nizek."
"In nenazadnje, hvala za vedrino in življenjsko radost, ki smo ju bili deležni vsi v tvoji bližini.","Nenazadnje se vam zahvaljujem za veselje in radost do življenja, ki smo ju vsi uživali v vaši navzočnosti.","In nenazadnje se vam zahvaljujem za vedrino in veselje do življenja, ki smo ju vsi uživali v vaši navzočnosti."
"V Mercatorju so zato po besedah Marjete Vilar iz oddelka za odnose z javnostjo v začetku lanskega decembra odprli nakupovalni središči v Sarajevu in Pulju ter z njima dosegli velik uspeh.","Zato sta bila po besedah Marjete Vilar iz Mercatorjevega oddelka za odnose z javnostmi nakupovalna centra v Sarajevu in Pulju, ki sta bila odprta v začetku decembra lani, zelo uspešna.","Zato, pravi Marjeta Vilar iz Mercatorjevega oddelka za odnose z javnostmi, sta bila nakupovalna centra v Sarajevu in Pulju odprta v začetku decembra lani in sta bila zelo uspešna."
"Lulovi podporniki, ki še niso pozabili, da se je v njegovih dveh mandatih v letih 2003-2010 več deset milijonov Brazilcev izkopalo iz revščine, menijo, da je grožnja Luli z zaporom napad na demokracijo.","Lulovi privrženci, ki še niso pozabili, da se je več deset milijonov Brazilcev v času njegovega mandata med letoma 2003 in 2010 rešilo revščine, menijo, da je Lulova grožnja z zaporno kaznijo napad na demokracijo.","Lulovi privrženci, ki še niso pozabili, da se je več deset milijonov Brazilcev v času njegovega mandata med letoma 2003 in 2010 rešilo revščine, menijo, da je Lulova skorajšnja zaporna kazen napad na demokracijo."
"V Posavju se je o Romih govorilo ob sojenju združbi, ki je v Dobruški vasi odvrgla bombo in ubila dve Romkinji.","V Posavju se je o Romih govorilo med sojenjem skupini, ki je odvrgla bombo v Dobruški vasi in ubila dve romski ženski.","V Posavju se je o Romih govorilo med sojenjem skupini, ki je v Dobruški vasi odvrgla bombo in ubila dve romski ženski."
"Tudi za najin pogovor sva se dobili kar med službo v času malice.","Srečala sva se tudi na klepetu med kosilom v službi.","Med odmorom za kosilo sva se srečevala tudi v službi in se pogovarjala."
"Mesečni izdatki se mu težko izravnajo s pičlo odmerjenimi prejemki, položnice za neodložljive račune mu pogoltnejo vsaj tretjino, če že ne polovico rednega mesečnega prejemka, jesti in piti je treba vsak dan in bognedaj, da pridejo vmes še kakšni nepredvideni stroški ali nujni nakupi, kakršnim se je še zlasti jeseni težko izogniti!","Njegovi mesečni izdatki težko nadomestijo skromno odmerjene prejemke, računi požrejo vsaj tretjino, če ne celo polovico rednega mesečnega dohodka, vsak dan mora jesti in piti in, bog ne daj, vmes so nepredvideni izdatki ali nujni nakupi, ki se jim je težko izogniti, zlasti jeseni!","Njegovi mesečni izdatki komaj nadomestijo skromne prejemke, računi požrejo vsaj tretjino, če ne celo polovico rednega mesečnega dohodka, vsak dan mora jesti in piti in, bog ne daj, vmes so nepredvideni izdatki ali nujni nakupi, ki se jim je težko izogniti, zlasti jeseni!"
"Zdaj pa, pravita, ko je Savinja dokaj čista in polna raznih vrst rib, rada zaideta na ribolov tudi na njena bregova.","Zdaj, pravijo, ko je Savinja precej čista in polna različnih vrst rib, radi lovijo na njenih bregovih.","Ko je Savinja čista in polna rib, radi lovijo na njenih bregovih, pravijo."
"O specifičnem verovanju, zahvaljujoč kateremu sploh šele smo – ki ga torej »nimamo«, ampak ima ono nas – je mogoče nekaj izreči, kadar se človek zave, da je program za linearno sklenjene informacije.","O posebnem prepričanju, zaradi katerega smo to, kar smo, torej o prepričanju, ki ga ""nimamo"", ampak nas ima, lahko nekaj rečemo, če se zavemo, da je to program za linearno sklenjene informacije.","Nekaj lahko rečemo o posebnem prepričanju, zaradi katerega smo to, kar smo - torej, ki ga ne ""imamo"", ampak nas ima -, če se zavedamo, da je to program za linearno zaprte informacije."
"Padel sem v roke drugima dvema policajema.","Padel sem v roke dveh drugih policistov.","Prišel sem v roke dveh drugih policistov."
"25 g svežih krušnih drobtin boste najhitreje pripravili tako, da eni debeli ali dvema tanjšima rezinama kruha odstranite skorjo, sredico pa nekaj sekund obdelujete v multipraktiku.","Najhitreje pripravite 25 g svežih drobtin tako, da z ene debele ali dveh tankih rezin kruha odstranite skorjo in sredico nekaj sekund obdelujete v kuhinjskem robotu.","Najhitreje pripravite 25 g svežih drobtin tako, da z ene debele ali dveh tankih rezin kruha odstranite skorjo in sredico nekaj sekund obdelujete v kuhinjskem robotu."
"Mislim, da imajo najine slavne stranke preprosto rade najine izdelke in vedo, da v najinih trgovinah nikoli nihče ne izda, kdo je prišel in kaj je kupil.","Mislim, da imajo naše slavne stranke preprosto rade naše izdelke in vedo, da v naših trgovinah nihče nikoli ne razkrije, kdo je prišel in kaj je kupil.","Mislim, da imajo naše slavne stranke rade naše izdelke in vedo, da v naših trgovinah nihče ne bo vedel, kdo je prišel in kaj je kupil."
"Dve značilnosti vajinih stvaritev se mi zdita ključni: izvirnost in naravnost.","Dve značilnosti vašega dela se mi zdita ključni: izvirnost in naravnost.","Dve značilnosti vašega dela se mi zdita še posebej pomembni: izvirnost in naravnost."
"Sonda se napaja iz energije, ki jo pridobiva na njenih krilih s solarnimi paneli.","Vesoljsko plovilo poganja energija, ki jo proizvajajo sončne celice na njegovih krilih.","Vesoljsko plovilo poganja energija, ki jo proizvajajo sončne celice na njegovih krilih."
"Čeprav je skočil manj, je zbral več točk in se uvrstil v finale, njegov rezultat pa ni zadoščal, da bi se na lestvici približal najvišjim mestom.","Čeprav je skočil manj, je zbral več točk in se uvrstil v finale, vendar njegov rezultat ni bil dovolj, da bi se približal najvišjim mestom na lestvici.","Čeprav je skočil manj, je prejel več točk in se uvrstil v finale, vendar njegov rezultat ni bil dovolj, da bi se približal vrhu lestvice."
"Na nekaj internetnih naslovov smo poslali njuna rojstna datuma in pričakovali odgovor na vprašanje, zakaj se naša največja junaka ne razumeta.","Njune rojstne datume smo poslali na nekaj spletnih naslovov in pričakovali odgovor na vprašanje, zakaj se naša dva največja junaka ne razumeta.","Njune rojstne datume smo poslali na nekaj spletnih naslovov in pričakovali odgovor na vprašanje, zakaj se naša dva največja junaka ne razumeta."
"Da sva sploh dobila šoferja, vodnika in primerno vozilo za tak podvig, gre zahvala najinim novim, očitno vplivnim prijateljem.","Za to, da smo sploh dobili voznika, vodnika in primerno vozilo za takšen podvig, so zaslužni naši novi, očitno vplivni prijatelji.","Da nam je sploh uspelo dobiti voznika, vodiča in primerno vozilo za tak podvig, so poskrbeli naši novi, očitno vplivni prijatelji."
"Ameriški Jug v najinem filmu ni stvarni svet, temveč bolj nekakšna mitološka stvarnost, polna južnjaških ikon, kot so te, ki ste jih omenili.","V našem filmu ameriški jug ni resnični svet, temveč nekakšna mitološka resničnost, polna južnjaških ikon, kot ste jih omenili.","V našem filmu ameriški jug ni resnični svet, temveč nekakšna mitološka resničnost, polna južnjaških ikon, kot ste jih omenili."
"V vajinih filmih je veliko humorja, ki je pogosto lokalnega značaja.","V vaših filmih je veliko humorja, ki je pogosto lokalni.","V vaših filmih je veliko humorja, ki je pogosto lokalnega značaja."
"Zahvaljujoč naši ekipi strokovnjakov ter lastnemu oddelku za raziskave in razvoj nudimo izdelke, ki popolnoma ustrezajo vašim individualnim potrebam.","Zahvaljujoč naši ekipi strokovnjakov in lastnemu oddelku za raziskave in razvoj vam ponujamo izdelke, ki popolnoma ustrezajo vašim individualnim potrebam.","Zahvaljujoč naši ekipi strokovnjakov ter lastnemu oddelku za raziskave in razvoj ponujamo izdelke, ki so popolnoma prilagojeni vašim individualnim potrebam."
"V obeh najkakovostnejših ligah bo pravico delilo 24 glavnih in 48 stranskih sodnikov, ki bodo morali vsak mesec na nekajdnevna testiranja, na katerih bo posebna komisija preverjala njihovo telesno pripravljenost ter teoretično in praktično znanje.","V obeh najvišjih ligah si bo pravice delilo 24 glavnih in 48 stranskih sodnikov, ki bodo morali vsak mesec opraviti nekajdnevno testiranje, med katerim bo posebna komisija preverila njihovo telesno pripravljenost ter teoretično in praktično znanje.","V obeh najvišjih ligah si pravice deli 24 glavnih in 48 pomožnih sodnikov, ki morajo vsak mesec opraviti večdnevni izpit, na katerem posebna komisija preveri njihovo telesno pripravljenost ter teoretično in praktično znanje."
"Skleneta, da ne bosta več brezdelno čakali, da se pokvarita sami od sebe, in tako padeta pred drevo spoznanja in že v naslednjem trenutku večerjata z gospodi, ki nosijo dvakratno breme njunih let, pa se jim vseeno niti sanja ne, v kakšne pripetije se bodo zapletli z našima dvema nepridipravoma nedolžnih obrazov.","Odločita se, da ne bosta več brezplodno čakala, da se ju loti njuna pokvarjenost, zato padeta pred drevo spoznanja in že naslednji trenutek večerjata z gospodi, ki so dvakrat starejši od njiju, a nimajo pojma, v kakšne težave se bosta zapletla z našima dvema nedolžnima lopovoma.","Odločita se, da ne bosta več zaman čakala na svojo pogubo in padla pred drevo spoznanja, da bi naslednji trenutek večerjala z gospodi, ki so dvakrat težji od njunih let, a nimajo pojma, v kakšne težave se bosta zapletla z našima nedolžnima lopovoma."
